sl_no,Product_name,Review,Rating,Polarity,Predicted_Sentiment,stemmed_content,Sentiment
2211,"HP M Series 23.8 inch Full HD LED Backlit IPS Panel Monitor (M24f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",It would have been great if the speaker had been included as well.Good for other things. The eye feels good. The visuals are pretty sharp and clear. The money given is worth it. It is difficult not to have the facility to hear the sound.,5,0.20000000000000004,Positive,would great speaker includ well good thing eye feel good visual pretti sharp clear money given worth difficult facil hear sound,Positive
2212,"HP M Series 23.8 inch Full HD LED Backlit IPS Panel Monitor (M24f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Getting 2 Blurred patches on the right hand side of the screen.,2,0.2857142857142857,Positive,get blur patch right hand side screen,Negative
2213,"DELL S Series 24 inch Full HD IPS Panel Monitor (S2421HN)  (AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",Except Sound Issues test everything is Good and best Option,5,0.7000000000000001,Positive,except sound issu test everyth good best option,Positive
2214,"DELL S Series 24 inch Full HD IPS Panel Monitor (S2421HN)  (AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",as expected from dell,5,-0.1,Negative,expect dell,Positive
2215,"DELL S Series 24 inch Full HD IPS Panel Monitor (S2421HN)  (AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)","Easy to install, looks great, value for money.  Overall, very pleased with the product. Didn't disappoint.",5,0.4708333333333333,Positive,easi instal look great valu money overal pleas product disappoint,Positive
2216,"DELL S Series 24 inch Full HD IPS Panel Monitor (S2421HN)  (AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",Best Product at this price point. I got a defective product before but the customer support service is too quick they processed my replacement after reviewing. Flipkart is Best using it from 6 years. Happy and Satisfied,5,0.7266666666666666,Positive,best product price point got defect product custom support servic quick process replac review flipkart best use year happi satisfi,Positive
2217,"DELL S Series 24 inch Full HD IPS Panel Monitor (S2421HN)  (AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)","This is the good one which I have choose from many other in the market. 1. Color quality is pretty good. And its good also who is working with colors.2. 24"" size is perfect for coding.3. You can adjust the flip. Lack:1. Refresh Rate: If this is more then better for this monitor, Why because when you watch the movies/ videos you can clearly see the frame response.2. Speaker: Good to have small mono speakers.",4,0.43958333333333327,Positive,good one choos mani market color qualiti pretti good good also work color size perfect code adjust flip lack refresh rate better monitor watch movi video clearli see frame respons speaker good small mono speaker,Positive
2218,"DELL S Series 24 inch Full HD IPS Panel Monitor (S2421HN)  (AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",It was Good,4,0.7,Positive,good,Positive
2219,"DELL S Series 24 inch Full HD IPS Panel Monitor (S2421HN)  (AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",Awesome product full HD screen 24 inch Colours is bright.,5,0.6833333333333335,Positive,awesom product full hd screen inch colour bright,Positive
2220,"DELL S Series 24 inch Full HD IPS Panel Monitor (S2421HN)  (AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",It looks like LED TV display iam very happy about this product...and also delivery was fast thanks to Flipkart..,4,0.4666666666666666,Positive,look like led tv display iam happi product also deliveri fast thank flipkart,Positive
2221,"DELL S Series 24 inch Full HD IPS Panel Monitor (S2421HN)  (AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",Bought this for 10k. The delivery was amazing. kudos to flipkart.  The main reason I bought it was for a secondary screen from my laptop. And this monitor does amazing work. following is my review. Pros:1. Amazing screen quality.2. IPS gives good wide range.3. color reproducibility is good.4. The comfort view does give good protection from bluelight and is the most important feature for me as I work for long hours.Cons.1. 16 amps power plug. you will either have to buy a converter or...,5,0.3180555555555556,Positive,bought k deliveri amaz kudo flipkart main reason bought secondari screen laptop monitor amaz work follow review pro amaz screen qualiti ip give good wide rang color reproduc good comfort view give good protect bluelight import featur work long hour con amp power plug either buy convert,Positive
2222,"DELL S Series 24 inch Full HD IPS Panel Monitor (S2421HN)  (AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)","Just as promised. It's a good monitor for work. Resolution is full HD and not 4k. But to connect to a laptop and WFH, it is perfect. Contrast and brightness are just fine and totally adjustable based on individual preferences.",5,0.41111111111111104,Positive,promis good monitor work resolut full hd k connect laptop wfh perfect contrast bright fine total adjust base individu prefer,Positive
2223,"LG 21.5 inch Full HD IPS Panel Ultra Thin Monitor (22MK600M)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)","I bought this monitor after so much research of finding the best 24 inch IPS monitor.  Here are the pros and cons.Pros:IPS screen provides better colour accuracy & wider viewing angle3 side borderless screen provides that extra diagonal screen width unlike other monitors which provide 23.8 inch only instead of 24.Better picture modes for different needs(Gaming, Cinema, Photo Editing etc)Good refresh rate of 60 hz or 75 Hz with AMD freesyncGood Response time of 5msCons:Like every IP...",5,0.225,Positive,bought monitor much research find best inch ip monitor pro con pro ip screen provid better colour accuraci wider view angl side borderless screen provid extra diagon screen width unlik monitor provid inch instead better pictur mode differ need game cinema photo edit etc good refresh rate hz hz amd freesyncgood respons time mscon like everi ip,Positive
2224,"LG 21.5 inch Full HD IPS Panel Ultra Thin Monitor (22MK600M)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)",Best monitor brand in this price range. 75hrtz and amd free sync are good option. Working absolutely fine. But in order to use amd free sync one need to install radeon graphics app and customize the setting for each game Or universal as you want.,5,0.35952380952380947,Positive,best monitor brand price rang hrtz amd free sync good option work absolut fine order use amd free sync one need instal radeon graphic app custom set game univers want,Positive
2225,"LG 21.5 inch Full HD IPS Panel Ultra Thin Monitor (22MK600M)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)","Really best panel good viewing angle loved it LG is best (Gaming, Editing, Etc ) best.",5,0.8800000000000001,Positive,realli best panel good view angl love lg best game edit etc best,Positive
2226,"LG 21.5 inch Full HD IPS Panel Ultra Thin Monitor (22MK600M)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)","i am from photography field..i would say this moniter is worth money...each n every details can be seen, color details are perfect...",4,0.65,Positive,photographi field would say monit worth money n everi detail seen color detail perfect,Positive
2227,"LG 21.5 inch Full HD IPS Panel Ultra Thin Monitor (22MK600M)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)",Monitor is great on its own but it wasn't a worthy upgrade for me or my expectations were more from it being an IPS display. I had a samsung monitor previously with VA panel and it was working perfectly. Never faced any issues. The colors were great but the vertical viewing angles were bad which again didn't matter so much. But I got tempted into buying an IPS display monitor after seeing it's features and reviews so I unnecessarily spent money on this.Now comparing it to my 8 year old sams...,4,0.16969696969696976,Positive,monitor great worthi upgrad expect ip display samsung monitor previous va panel work perfectli never face issu color great vertic view angl bad matter much got tempt buy ip display monitor see featur review unnecessarili spent money compar year old sam,Positive
2228,"LG 21.5 inch Full HD IPS Panel Ultra Thin Monitor (22MK600M)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)",Nice monitor features are fully loaded.Pros viewing angles is very good Color calibrated monitor colors output is very natural.Amd freesync monitor but it's work also on intel processor 75 HZ refresh rate Cons No power LED indicator,4,0.57,Positive,nice monitor featur fulli load pro view angl good color calibr monitor color output natur amd freesync monitor work also intel processor hz refresh rate con power led indic,Positive
2229,"LG 21.5 inch Full HD IPS Panel Ultra Thin Monitor (22MK600M)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)","Exactly as i hoped it to be, deeper dark and brighter whites , decent picture quality, less bright though, but nice to watch movies in less illuminated room, don't get bothered about the  ips glow (pretty much acceptable ), all in all best budget ips 75 Hz monitor with freesync.",5,0.2683333333333333,Positive,exactli hope deeper dark brighter white decent pictur qualiti less bright though nice watch movi less illumin room get bother ip glow pretti much accept best budget ip hz monitor freesync,Positive
2230,"LG 21.5 inch Full HD IPS Panel Ultra Thin Monitor (22MK600M)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)","Bought it for WFH. It's an amazing purchase. The colours are good, bezels are thin (only 3 sides). And the joystick is fun to operate. There is a reader mode in the monitor which blocks blue light. Also it's probably not mentioned here, but vertical angle adjustment is possible. Only thing which took me by surprise is.. The back portion is white coloured which is not obvious from the images shown here. I was fine so kept it.",5,0.15512820512820513,Positive,bought wfh amaz purchas colour good bezel thin side joystick fun oper reader mode monitor block blue light also probabl mention vertic angl adjust possibl thing took surpris back portion white colour obviou imag shown fine kept,Positive
2231,"LG 21.5 inch Full HD IPS Panel Ultra Thin Monitor (22MK600M)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)",Pros: good price to quality ratio if you get it at 7k.Multiple modes of picture. Single joystick like button very easy and convenient.2 hdmi slot and audio out.Low power consumption.Bezel thin and sturdy build quality.Good viewing angle.Cons:High brightness. Needed to go into settings and adjust contrast to lower the brightness.Plug wire is short 1m only.Color accuracy may be less.Please give some time for screen to calibrate once connected. It will show reddish hue all over scre...,5,0.1583809523809524,Positive,pro good price qualiti ratio get k multipl mode pictur singl joystick like button easi conveni hdmi slot audio low power consumpt bezel thin sturdi build qualiti good view angl con high bright need go set adjust contrast lower bright plug wire short color accuraci may less pleas give time screen calibr connect show reddish hue scre,Positive
2232,"LG 21.5 inch Full HD IPS Panel Ultra Thin Monitor (22MK600M)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)",awesome product must buy.... recommended for photo and video editing,5,1.0,Positive,awesom product must buy recommend photo video edit,Positive
2233,"LG 22 inch Full HD LED Backlit IPS Panel Monitor (22MP68VQ)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)","LG 22MP68VQ.This monitor very good .My personal experience .Videos performs good quality .And this morning looking good. I have not gaming experience share. Because, My lower PC , I have not trying to games and HDMI port. So, I think, this is a best budget monitor. Sorry, My English is not good. Please try to adjustment. That's all.",5,0.30749999999999994,Positive,lg mp vq monitor good person experi video perform good qualiti morn look good game experi share lower pc tri game hdmi port think best budget monitor sorri english good pleas tri adjust,Positive
2234,"LG 22 inch Full HD LED Backlit IPS Panel Monitor (22MP68VQ)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)","Fabulous PurchaseI am Writing this review after 10 Days of Purchase!!!And Believe it or notI don't think presently under 10000 price segment any other monitor can c compete with this. This monitor is absolutely awesome. IPS LED bezel-less display 5 millisecond response time, cable manager, with great viewing angles, awesome colours.If You are looking for a budget big screen monitor so you can choose it without any doubt. I have purchased many monitors import segments higher prices and lo...",5,0.42500000000000004,Positive,fabul purchasei write review day purchas believ noti think present price segment monitor c compet monitor absolut awesom ip led bezel less display millisecond respons time cabl manag great view angl awesom colour look budget big screen monitor choos without doubt purchas mani monitor import segment higher price lo,Positive
